Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
BUF,1989,QB,Jim Kelly,29,3,13,"228 for 391, 3,130 yards, 25 td, 18 int, & 29 rushes for 137 yards and 2 td",,Starters_1
BUF,1989,RB,Thurman Thomas*,23,1,16,"298 rushes for 1,244 yards, 6 td, & 60 catches for 669 yards and 6 td",,Starters_1
BUF,1989,FB,Larry Kinnebrew,30,6,10,"131 rushes for 533 yards, 6 td, & 5 catches for 60 yards and 0 td",,Starters_1
BUF,1989,WR,Keith McKeller,25,2,7,"20 catches for 341 yards, 2 td",,Starters_1
BUF,1989,WR,Andre Reed*,25,4,16,"88 catches for 1,312 yards, 9 td, & 2 rushes for 31 yards and 0 td",,Starters_1
BUF,1989,TE,Pete Metzelaars,29,7,16,"18 catches for 179 yards, 2 td",,Starters_1
BUF,1989,LT,Will Wolford,25,3,16,,,Starters_1
BUF,1989,LG,Jim Ritcher,31,9,16,,,Starters_1
BUF,1989,C,Kent Hull*,28,3,16,2 fumbles recovered,,Starters_1
BUF,1989,RG,Joe Devlin,35,13,16,,,Starters_1
BUF,1989,RT,Howard Ballard,26,1,16,,,Starters_1
BUF,1989,LDE,Art Still,34,11,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
BUF,1989,NT,Fred Smerlas,32,10,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
BUF,1989,RDE,Bruce Smith*,26,4,16,"13.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
BUF,1989,LOLB,Cornelius Bennett,24,2,12,"5.5 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
BUF,1989,LILB,Scott Radecic,27,5,12,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
BUF,1989,RILB,Ray Bentley,29,3,15,,,Starters_1
BUF,1989,ROLB,Darryl Talley,29,6,16,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
BUF,1989,LCB,Kirby Jackson,24,2,13,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
BUF,1989,RCB,Nate Odomes,24,2,16,"1.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1
BUF,1989,SS,Leonard Smith,29,6,15,"0.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
BUF,1989,FS,Mark Kelso,26,3,16,"0.0 sacks, 6 interceptions, 2 fumbles recovered",,Starters_1
