Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Ryan Fitzpatrick,30,7,16,"306 for 505, 3,400 yards, 24 td, 16 int, & 48 rushes for 197 yards and 1 td",,Starters_1,BUF,2012,2025-08-15 18:53:38
RB,C.J. Spiller*,25,2,9,"207 rushes for 1,244 yards, 6 td, & 43 catches for 459 yards and 2 td",,Starters_1,BUF,2012,2025-08-15 18:53:38
WR,Stevie Johnson,26,4,16,"79 catches for 1,046 yards, 6 td",,Starters_1,BUF,2012,2025-08-15 18:53:38
WR,Donald Jones,25,2,10,"41 catches for 443 yards, 4 td",,Starters_1,BUF,2012,2025-08-15 18:53:38
TE,Scott Chandler,27,5,13,"43 catches for 571 yards, 6 td",,Starters_1,BUF,2012,2025-08-15 18:53:38
TE,T.J. Graham,23,Rook,11,"31 catches for 322 yards, 1 td, & 1 rush for 5 yards and 0 td",,Starters_1,BUF,2012,2025-08-15 18:53:38
LT,Cordy Glenn,23,Rook,13,,,Starters_1,BUF,2012,2025-08-15 18:53:38
LG,Andy Levitre,26,3,16,,,Starters_1,BUF,2012,2025-08-15 18:53:38
C,Eric Wood,26,3,14,2 fumbles recovered,,Starters_1,BUF,2012,2025-08-15 18:53:38
RG,Kraig Urbik,27,2,13,,,Starters_1,BUF,2012,2025-08-15 18:53:38
RT,Erik Pears,30,6,7,,,Starters_1,BUF,2012,2025-08-15 18:53:38
LDE,Mario Williams,27,6,16,"10.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,BUF,2012,2025-08-15 18:53:38
LDT,Marcell Dareus,22,1,16,"5.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,BUF,2012,2025-08-15 18:53:38
RDT,Kyle Williams*,29,6,16,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,BUF,2012,2025-08-15 18:53:38
RDE,Kyle Moore,26,3,7,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,BUF,2012,2025-08-15 18:53:38
LLB,Nigel Bradham,23,Rook,11,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,BUF,2012,2025-08-15 18:53:38
MLB,Kelvin Sheppard,24,1,15,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,BUF,2012,2025-08-15 18:53:38
RLB,Nick Barnett,31,9,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,BUF,2012,2025-08-15 18:53:38
LCB,Aaron Williams,22,1,10,,,Starters_1,BUF,2012,2025-08-15 18:53:38
RCB,Stephon Gilmore,22,Rook,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,BUF,2012,2025-08-15 18:53:38
SS,George Wilson,31,7,16,,,Starters_1,BUF,2012,2025-08-15 18:53:38
FS,Jairus Byrd*,26,3,16,"0.0 sacks, 5 interceptions, 2 fumbles recovered",,Starters_1,BUF,2012,2025-08-15 18:53:38
