Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,EJ Manuel,23,Rook,10,"180 for 306, 1,972 yards, 11 td, 9 int, & 53 rushes for 186 yards and 2 td",,Starters_1,BUF,2013,2025-08-15 18:53:45
RB,C.J. Spiller,26,3,10,"202 rushes for 933 yards, 2 td, & 33 catches for 185 yards and 0 td",,Starters_1,BUF,2013,2025-08-15 18:53:45
WR,Stevie Johnson,27,5,12,"52 catches for 597 yards, 3 td, & 1 rush for 10 yards and 0 td",,Starters_1,BUF,2013,2025-08-15 18:53:45
WR,Robert Woods,21,Rook,14,"40 catches for 587 yards, 3 td, & 2 rushes for 16 yards and 0 td",,Starters_1,BUF,2013,2025-08-15 18:53:45
TE,Scott Chandler,28,6,7,"53 catches for 655 yards, 2 td",,Starters_1,BUF,2013,2025-08-15 18:53:45
TE,Lee Smith,26,2,14,"5 catches for 78 yards, 0 td",,Starters_1,BUF,2013,2025-08-15 18:53:45
LT,Cordy Glenn,24,1,16,,,Starters_1,BUF,2013,2025-08-15 18:53:45
LG,Doug Legursky,27,4,11,1 fumble recovered,,Starters_1,BUF,2013,2025-08-15 18:53:45
C,Eric Wood,27,4,16,,,Starters_1,BUF,2013,2025-08-15 18:53:45
RG,Kraig Urbik,28,3,16,1 fumble recovered,,Starters_1,BUF,2013,2025-08-15 18:53:45
RT,Erik Pears,31,7,16,,,Starters_1,BUF,2013,2025-08-15 18:53:45
LDE,Alan Branch,29,6,13,,,Starters_1,BUF,2013,2025-08-15 18:53:45
LDT,Kyle Williams*,30,7,16,"10.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,BUF,2013,2025-08-15 18:53:45
RDT,Marcell Dareus*,23,2,14,"7.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,BUF,2013,2025-08-15 18:53:45
RDE,Mario Williams*,28,7,16,"13.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,BUF,2013,2025-08-15 18:53:45
LLB,Manny Lawson,29,7,15,"4.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,BUF,2013,2025-08-15 18:53:45
MLB,Kiko Alonso,23,Rook,16,"2.0 sacks, 4 interceptions, 2 fumbles recovered",,Starters_1,BUF,2013,2025-08-15 18:53:45
RLB,Arthur Moats,25,3,12,,,Starters_1,BUF,2013,2025-08-15 18:53:45
LCB,Leodis McKelvin,28,5,13,"0.0 sacks, 1 interception, 4 fumbles recovered",,Starters_1,BUF,2013,2025-08-15 18:53:45
RCB,Stephon Gilmore,23,1,9,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,BUF,2013,2025-08-15 18:53:45
SS,Aaron Williams,23,2,14,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,BUF,2013,2025-08-15 18:53:45
FS,Jairus Byrd*,27,4,9,"1.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,BUF,2013,2025-08-15 18:53:45
