Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Russell Wilson*,27,3,16,"329 for 483, 4,024 yards, 34 td, 8 int, & 103 rushes for 553 yards and 1 td",,Starters_1,SEA,2015,2025-08-15 19:47:02
RB,Thomas Rawls,22,Rook,7,"147 rushes for 830 yards, 4 td, & 9 catches for 76 yards and 1 td",,Starters_1,SEA,2015,2025-08-15 19:47:02
WR,Doug Baldwin,27,4,16,"78 catches for 1,069 yards, 14 td",,Starters_1,SEA,2015,2025-08-15 19:47:02
WR,Jermaine Kearse,25,3,16,"49 catches for 685 yards, 5 td",,Starters_1,SEA,2015,2025-08-15 19:47:02
WR,Tyler Lockett*+,23,Rook,8,"51 catches for 664 yards, 6 td, & 5 rushes for 20 yards and 0 td",,Starters_1,SEA,2015,2025-08-15 19:47:02
TE,Jimmy Graham,29,5,11,"48 catches for 605 yards, 2 td",,Starters_1,SEA,2015,2025-08-15 19:47:02
LT,Russell Okung,27,5,13,,,Starters_1,SEA,2015,2025-08-15 19:47:02
LG,Justin Britt,24,1,16,,,Starters_1,SEA,2015,2025-08-15 19:47:02
C,Patrick Lewis,24,1,9,,,Starters_1,SEA,2015,2025-08-15 19:47:02
RG,J.R. Sweezy,26,3,15,,,Starters_1,SEA,2015,2025-08-15 19:47:02
RT,Garry Gilliam,25,1,16,,,Starters_1,SEA,2015,2025-08-15 19:47:02
LDE,Michael Bennett*,30,6,16,"10.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
LDT,Ahtyba Rubin,29,7,16,"2.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
RDT,Brandon Mebane,30,8,15,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
RDE,Cliff Avril,29,7,16,"9.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
LLB,Bruce Irvin,28,3,12,"5.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
MLB,Bobby Wagner*,25,3,15,"0.5 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
RLB,K.J. Wright,26,4,16,"1.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
LCB,Richard Sherman*,27,4,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
RCB,Cary Williams,31,7,10,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
SS,Kam Chancellor*,27,5,11,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
FS,Earl Thomas*,26,5,16,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1,SEA,2015,2025-08-15 19:47:02
