Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Russell Wilson*,31,7,16,"341 for 516, 4,110 yards, 31 td, 5 int, & 75 rushes for 342 yards and 3 td",,Starters_1,SEA,2019,2025-08-15 19:47:33
RB,Chris Carson,25,2,15,"278 rushes for 1,230 yards, 7 td, & 37 catches for 266 yards and 2 td",,Starters_1,SEA,2019,2025-08-15 19:47:33
WR,Jaron Brown,29,6,4,"16 catches for 220 yards, 2 td",,Starters_1,SEA,2019,2025-08-15 19:47:33
WR,Tyler Lockett,27,4,16,"82 catches for 1,057 yards, 8 td, & 4 rushes for -5 yards and 0 td",,Starters_1,SEA,2019,2025-08-15 19:47:33
WR,D.K. Metcalf,22,Rook,15,"58 catches for 900 yards, 7 td, & 2 rushes for 11 yards and 0 td",,Starters_1,SEA,2019,2025-08-15 19:47:33
TE,Will Dissly,23,1,6,"23 catches for 262 yards, 4 td, & 1 rush for 7 yards and 0 td",,Starters_1,SEA,2019,2025-08-15 19:47:33
LT,Duane Brown,34,11,12,,,Starters_1,SEA,2019,2025-08-15 19:47:33
LG,Mike Iupati,32,9,15,,,Starters_1,SEA,2019,2025-08-15 19:47:33
C,Justin Britt,28,5,8,,,Starters_1,SEA,2019,2025-08-15 19:47:33
RG,D.J. Fluker,28,6,14,1 fumble recovered,,Starters_1,SEA,2019,2025-08-15 19:47:33
RT,Germain Ifedi,25,3,16,2 fumbles recovered,,Starters_1,SEA,2019,2025-08-15 19:47:33
LDE,Jadeveon Clowney,26,5,11,"3.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
LDT,Jarran Reed,27,3,10,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
RDT,Poona Ford,24,1,14,"0.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
RDE,Rasheem Green,22,1,8,"4.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
LLB,Mychal Kendricks,29,7,14,"3.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
MLB,Bobby Wagner*+,29,7,16,"3.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
RLB,K.J. Wright,30,8,16,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
LCB,Shaquill Griffin*,24,2,14,,,Starters_1,SEA,2019,2025-08-15 19:47:33
RCB,Tre Flowers,24,1,15,"2.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
SS,Bradley McDougald,29,6,14,"0.5 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
FS,Tedric Thompson,24,2,6,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,SEA,2019,2025-08-15 19:47:33
