Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Russell Wilson*,30,6,16,"280 for 427, 3,448 yards, 35 td, 7 int, & 67 rushes for 376 yards and 0 td",,Starters_1,SEA,2018,2025-08-15 19:47:24
RB,Chris Carson,24,1,14,"247 rushes for 1,151 yards, 9 td, & 20 catches for 163 yards and 0 td",,Starters_1,SEA,2018,2025-08-15 19:47:24
WR,Doug Baldwin,30,7,13,"50 catches for 618 yards, 5 td",,Starters_1,SEA,2018,2025-08-15 19:47:24
WR,Tyler Lockett,26,3,14,"57 catches for 965 yards, 10 td, & 13 rushes for 69 yards and 0 td",,Starters_1,SEA,2018,2025-08-15 19:47:24
WR,David Moore,23,1,7,"26 catches for 445 yards, 5 td, & 1 rush for 5 yards and 0 td",,Starters_1,SEA,2018,2025-08-15 19:47:24
TE,Nick Vannett,25,2,9,"29 catches for 269 yards, 3 td",,Starters_1,SEA,2018,2025-08-15 19:47:24
LT,Duane Brown,33,10,16,,,Starters_1,SEA,2018,2025-08-15 19:47:24
LG,J.R. Sweezy,29,6,15,1 fumble recovered,,Starters_1,SEA,2018,2025-08-15 19:47:24
C,Justin Britt,27,4,15,,,Starters_1,SEA,2018,2025-08-15 19:47:24
RG,D.J. Fluker,27,5,9,,,Starters_1,SEA,2018,2025-08-15 19:47:24
RT,Germain Ifedi,24,2,15,,,Starters_1,SEA,2018,2025-08-15 19:47:24
LDE,Quinton Jefferson,25,2,12,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
LDT,Jarran Reed,26,2,16,"10.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
RDT,Shamar Stephen,27,4,14,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
RDE,Frank Clark,25,3,16,"13.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
LLB,Barkevious Mingo,28,5,14,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
MLB,Bobby Wagner*+,28,6,15,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
RLB,K.J. Wright,29,7,5,,,Starters_1,SEA,2018,2025-08-15 19:47:24
LCB,Shaquill Griffin,23,1,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
RCB,Tre Flowers,23,Rook,15,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
SS,Bradley McDougald,28,5,16,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
FS,Tedric Thompson,23,1,10,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SEA,2018,2025-08-15 19:47:24
