Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
HTX,2009,QB,Matt Schaub*,28,5,16,"396 for 583, 4,770 yards, 29 td, 15 int, & 48 rushes for 57 yards and 0 td",,Starters_1
HTX,2009,RB,Steve Slaton,23,1,10,"131 rushes for 437 yards, 3 td, & 44 catches for 417 yards and 4 td",,Starters_1
HTX,2009,WR,Andre Johnson*+,28,6,16,"101 catches for 1,569 yards, 9 td, & 2 rushes for 10 yards and 0 td",,Starters_1
HTX,2009,WR,Kevin Walter,28,6,14,"53 catches for 611 yards, 2 td, & 4 rushes for 26 yards and 0 td",,Starters_1
HTX,2009,TE,Owen Daniels,27,3,8,"40 catches for 519 yards, 5 td",,Starters_1
HTX,2009,TE,Joel Dreessen,27,4,11,"26 catches for 320 yards, 1 td",,Starters_1
HTX,2009,LT,Duane Brown,24,1,16,1 fumble recovered,,Starters_1
HTX,2009,LG,Kasey Studdard,25,2,14,,,Starters_1
HTX,2009,C,Chris Myers,28,4,16,,,Starters_1
HTX,2009,RG,Chris White,26,4,8,,,Starters_1
HTX,2009,RT,Eric Winston,26,3,16,,,Starters_1
HTX,2009,LDE,Antonio Smith,28,5,15,"4.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
HTX,2009,LDT,Shaun Cody,26,4,13,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
HTX,2009,RDT,Amobi Okoye,22,2,16,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
HTX,2009,RDE,Mario Williams*,24,3,16,"9.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
HTX,2009,LLB,Brian Cushing*,22,Rook,16,"4.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
HTX,2009,MLB,DeMeco Ryans*,25,3,16,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
HTX,2009,RLB,Zach Diles,24,2,12,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
HTX,2009,LCB,Glover Quin,23,Rook,12,,,Starters_1
HTX,2009,RCB,Dunta Robinson,27,5,16,,,Starters_1
HTX,2009,SS,Bernard Pollard,25,3,13,"1.5 sacks, 4 interceptions, 3 fumbles recovered",,Starters_1
HTX,2009,FS,Eugene Wilson,29,6,8,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
