Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Matt Schaub,29,6,16,"365 for 574, 4,370 yards, 24 td, 12 int, & 22 rushes for 28 yards and 0 td",,Starters_1,HTX,2010,2025-08-15 19:13:48
RB,Arian Foster*+,24,1,13,"327 rushes for 1,616 yards, 16 td, & 66 catches for 604 yards and 2 td",,Starters_1,HTX,2010,2025-08-15 19:13:48
WR,Andre Johnson*,29,7,13,"86 catches for 1,216 yards, 8 td, & 2 rushes for 10 yards and 0 td",,Starters_1,HTX,2010,2025-08-15 19:13:48
WR,Kevin Walter,29,7,16,"51 catches for 621 yards, 5 td",,Starters_1,HTX,2010,2025-08-15 19:13:48
TE,Owen Daniels,28,4,10,"38 catches for 471 yards, 2 td",,Starters_1,HTX,2010,2025-08-15 19:13:48
TE,Joel Dreessen,28,5,10,"36 catches for 518 yards, 4 td",,Starters_1,HTX,2010,2025-08-15 19:13:48
LT,Duane Brown,25,2,12,,,Starters_1,HTX,2010,2025-08-15 19:13:48
LG,Wade Smith,29,7,16,1 fumble recovered,,Starters_1,HTX,2010,2025-08-15 19:13:48
C,Chris Myers,29,5,16,,,Starters_1,HTX,2010,2025-08-15 19:13:48
RG,Mike Brisiel,27,3,9,,,Starters_1,HTX,2010,2025-08-15 19:13:48
RT,Eric Winston,27,4,16,2 fumbles recovered,,Starters_1,HTX,2010,2025-08-15 19:13:48
LDE,Antonio Smith,29,6,16,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2010,2025-08-15 19:13:48
LDT,Shaun Cody,27,5,16,,,Starters_1,HTX,2010,2025-08-15 19:13:48
RDT,Amobi Okoye,23,3,16,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,HTX,2010,2025-08-15 19:13:48
RDE,Mario Williams,25,4,13,"8.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2010,2025-08-15 19:13:48
LLB,Brian Cushing,23,1,12,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2010,2025-08-15 19:13:48
MLB,Kevin Bentley,31,8,8,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,HTX,2010,2025-08-15 19:13:48
RLB,Zach Diles,25,3,10,,,Starters_1,HTX,2010,2025-08-15 19:13:48
LCB,Glover Quin,24,1,16,"0.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1,HTX,2010,2025-08-15 19:13:48
RCB,Kareem Jackson,22,Rook,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,HTX,2010,2025-08-15 19:13:48
SS,Bernard Pollard,26,4,15,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2010,2025-08-15 19:13:48
FS,Eugene Wilson,30,7,13,,,Starters_1,HTX,2010,2025-08-15 19:13:48
