Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Brock Osweiler,26,4,14,"301 for 510, 2,957 yards, 15 td, 16 int, & 30 rushes for 131 yards and 2 td",,Starters_1,HTX,2016,2025-08-15 19:14:38
RB,Lamar Miller,25,4,14,"268 rushes for 1,073 yards, 5 td, & 31 catches for 188 yards and 1 td",,Starters_1,HTX,2016,2025-08-15 19:14:38
WR,Will Fuller,22,Rook,13,"47 catches for 635 yards, 2 td, & 1 rush for -3 yards and 0 td",,Starters_1,HTX,2016,2025-08-15 19:14:38
WR,DeAndre Hopkins,24,3,16,"78 catches for 954 yards, 4 td",,Starters_1,HTX,2016,2025-08-15 19:14:38
WR,Braxton Miller,24,Rook,6,"15 catches for 99 yards, 1 td, & 3 rushes for yards and 0 td",,Starters_1,HTX,2016,2025-08-15 19:14:38
TE,C.J. Fiedorowicz,25,2,15,"54 catches for 559 yards, 4 td",,Starters_1,HTX,2016,2025-08-15 19:14:38
LT,Duane Brown,31,8,12,,,Starters_1,HTX,2016,2025-08-15 19:14:38
LG,Xavier Su'a-Filo,25,2,15,,,Starters_1,HTX,2016,2025-08-15 19:14:38
C,Greg Mancz,24,1,16,,,Starters_1,HTX,2016,2025-08-15 19:14:38
RG,Jeff Allen,26,4,14,,,Starters_1,HTX,2016,2025-08-15 19:14:38
RT,Chris Clark,31,6,14,1 fumble recovered,,Starters_1,HTX,2016,2025-08-15 19:14:38
LDE,Joel Heath,23,Rook,6,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2016,2025-08-15 19:14:38
NT,Vince Wilfork,35,12,15,,,Starters_1,HTX,2016,2025-08-15 19:14:38
RDE,Jadeveon Clowney*,23,2,14,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2016,2025-08-15 19:14:38
LOLB,Whitney Mercilus,26,4,15,"7.5 sacks, 0 interceptions, 4 fumbles recovered",,Starters_1,HTX,2016,2025-08-15 19:14:38
LILB,Brian Cushing,29,7,13,,,Starters_1,HTX,2016,2025-08-15 19:14:38
RILB,Benardrick McKinney,24,1,16,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2016,2025-08-15 19:14:38
ROLB,John Simon,26,3,5,"3.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2016,2025-08-15 19:14:38
LCB,Johnathan Joseph,32,10,11,,,Starters_1,HTX,2016,2025-08-15 19:14:38
RCB,A.J. Bouye,25,3,11,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,HTX,2016,2025-08-15 19:14:38
SS,Quintin Demps,31,8,13,"0.0 sacks, 6 interceptions, 0 fumbles recovered",,Starters_1,HTX,2016,2025-08-15 19:14:38
FS,Andre Hal,24,2,11,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,HTX,2016,2025-08-15 19:14:38
