Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Deshaun Watson*,25,3,16,"382 for 544, 4,823 yards, 33 td, 7 int, & 90 rushes for 444 yards and 3 td",,Starters_1,HTX,2020,2025-08-15 19:15:09
RB,David Johnson,29,5,12,"147 rushes for 691 yards, 6 td, & 33 catches for 314 yards and 2 td",,Starters_1,HTX,2020,2025-08-15 19:15:09
WR,Brandin Cooks,27,6,15,"81 catches for 1,150 yards, 6 td",,Starters_1,HTX,2020,2025-08-15 19:15:09
WR,Will Fuller,26,4,11,"53 catches for 879 yards, 8 td, & 1 rush for yards and 0 td",,Starters_1,HTX,2020,2025-08-15 19:15:09
TE,Pharaoh Brown,26,3,9,"14 catches for 163 yards, 2 td",,Starters_1,HTX,2020,2025-08-15 19:15:09
TE,Darren Fells,34,6,14,"21 catches for 312 yards, 4 td",,Starters_1,HTX,2020,2025-08-15 19:15:09
LT,Laremy Tunsil*,26,4,14,,,Starters_1,HTX,2020,2025-08-15 19:15:09
LG,Max Scharping,24,1,8,,,Starters_1,HTX,2020,2025-08-15 19:15:09
C,Nick Martin,27,3,16,,,Starters_1,HTX,2020,2025-08-15 19:15:09
RG,Zach Fulton,29,6,16,,,Starters_1,HTX,2020,2025-08-15 19:15:09
RT,Tytus Howard,24,1,14,,,Starters_1,HTX,2020,2025-08-15 19:15:09
LDE,J.J. Watt,31,9,16,"5.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
NT,Brandon Dunn,28,6,13,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
RDE,P.J. Hall,25,2,9,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
LOLB,Whitney Mercilus,30,8,12,"4.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
LILB,Zach Cunningham,26,3,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
RILB,Tyrell Adams,28,4,12,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
ROLB,Brennan Scarlett,27,4,4,,,Starters_1,HTX,2020,2025-08-15 19:15:09
LCB,Bradley Roby,28,6,10,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
RCB,Vernon Hargreaves III,25,4,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
SS,Justin Reid,23,2,13,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
FS,Eric Murray,26,4,14,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,HTX,2020,2025-08-15 19:15:09
