Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
HTX,2008,QB,Matt Schaub,27,4,11,"251 for 380, 3,043 yards, 15 td, 10 int, & 31 rushes for 68 yards and 2 td",,Starters_1
HTX,2008,RB,Steve Slaton,22,Rook,15,"268 rushes for 1,282 yards, 9 td, & 50 catches for 377 yards and 1 td",,Starters_1
HTX,2008,FB,Vonta Leach,27,4,12,"1 rush for 1 yards, 1 td, & 12 catches for 103 yards and 0 td",,Starters_1
HTX,2008,WR,Andre Johnson*+,27,5,16,"115 catches for 1,575 yards, 8 td",,Starters_1
HTX,2008,WR,Kevin Walter,27,5,16,"60 catches for 899 yards, 8 td, & 3 rushes for 23 yards and 0 td",,Starters_1
HTX,2008,TE,Owen Daniels*,26,2,16,"70 catches for 862 yards, 2 td",,Starters_1
HTX,2008,LT,Duane Brown,23,Rook,16,2 fumbles recovered,,Starters_1
HTX,2008,LG,Chester Pitts,29,6,16,1 fumble recovered,,Starters_1
HTX,2008,C,Chris Myers,27,3,16,,,Starters_1
HTX,2008,RG,Mike Brisiel,25,1,16,,,Starters_1
HTX,2008,RT,Eric Winston,25,2,16,,,Starters_1
HTX,2008,LDE,Anthony Weaver,28,6,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
HTX,2008,LDT,Travis Johnson,26,3,14,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
HTX,2008,RDT,Amobi Okoye,21,1,12,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
HTX,2008,RDE,Mario Williams*,23,2,16,"12.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
HTX,2008,LLB,Zach Diles,23,1,8,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
HTX,2008,MLB,DeMeco Ryans,24,2,16,"1.0 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
HTX,2008,RLB,Morlon Greenwood,30,7,10,,,Starters_1
HTX,2008,LCB,Fred Bennett,25,1,6,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
HTX,2008,RCB,Jacques Reeves,26,4,16,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
HTX,2008,SS,Nick Ferguson,34,8,9,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
HTX,2008,FS,Eugene Wilson,28,5,10,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
