Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
NOR,1976,QB,Bobby Scott,27,3,8,"103 for 190, 1,065 yards, 4 td, 6 int, & 12 rushes for 48 yards and 1 td",,Starters_1
NOR,1976,RB,Tony Galbreath,22,Rook,13,"136 rushes for 570 yards, 7 td, & 54 catches for 420 yards and 1 td",,Starters_1
NOR,1976,FB,Chuck Muncie,23,Rook,11,"149 rushes for 659 yards, 2 td, & 31 catches for 272 yards and 0 td",,Starters_1
NOR,1976,WR,Larry Burton,25,1,12,"18 catches for 297 yards, 2 td, & 3 rushes for -4 yards and 0 td",,Starters_1
NOR,1976,WR,Don Herrmann,29,7,14,"34 catches for 535 yards, 0 td",,Starters_1
NOR,1976,TE,Henry Childs,25,2,11,"26 catches for 349 yards, 3 td, & 1 rush for 16 yards and 1 td",,Starters_1
NOR,1976,LT,Tom Wickert,24,2,7,,,Starters_1
NOR,1976,LG,Kurt Schumacher,24,1,9,,,Starters_1
NOR,1976,C,John Hill,26,4,14,,,Starters_1
NOR,1976,RG,Emanuel Zanders,25,2,13,1 fumble recovered,,Starters_1
NOR,1976,RT,Don Morrison,27,5,14,2 fumbles recovered,,Starters_1
NOR,1976,LDE,Bob Pollard,28,5,8,"0 interceptions, 2 fumbles recovered",,Starters_1
NOR,1976,LDT,Elex Price,26,3,13,"1 interception, 0 fumbles recovered",,Starters_1
NOR,1976,RDT,Derland Moore,25,3,14,,,Starters_1
NOR,1976,RDE,Steve Baumgartner,25,3,13,"0 interceptions, 2 fumbles recovered",,Starters_1
NOR,1976,LLB,Jim Merlo,25,3,13,"4 interceptions, 0 fumbles recovered",,Starters_1
NOR,1976,MLB,Joe Federspiel,26,4,14,"0 interceptions, 2 fumbles recovered",,Starters_1
NOR,1976,RLB,Greg Westbrooks,23,1,14,"0 interceptions, 2 fumbles recovered",,Starters_1
NOR,1976,LCB,Ernie Jackson,26,4,10,"2 interceptions, 2 fumbles recovered",,Starters_1
NOR,1976,RCB,Mo Spencer,24,2,14,"1 interception, 5 fumbles recovered",,Starters_1
NOR,1976,SS,Chuck Crist,25,4,14,"1 interception, 4 fumbles recovered",,Starters_1
NOR,1976,FS,Tom Myers,26,4,12,"1 interception, 3 fumbles recovered",,Starters_1
