Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Drew Brees*,34,12,16,"446 for 650, 5,162 yards, 39 td, 12 int, & 35 rushes for 52 yards and 3 td",,Starters_1,NOR,2013,2025-08-15 19:26:27
RB,Jed Collins,27,2,8,"15 rushes for 45 yards, 1 td, & 14 catches for 54 yards and 0 td",,Starters_1,NOR,2013,2025-08-15 19:26:27
RB,Pierre Thomas,29,6,9,"147 rushes for 549 yards, 2 td, & 77 catches for 513 yards and 3 td",,Starters_1,NOR,2013,2025-08-15 19:26:27
WR,Marques Colston,30,7,11,"75 catches for 943 yards, 5 td",,Starters_1,NOR,2013,2025-08-15 19:26:27
WR,Kenny Stills,21,Rook,10,"32 catches for 641 yards, 5 td, & 3 rushes for 10 yards and 0 td",,Starters_1,NOR,2013,2025-08-15 19:26:27
TE,Jimmy Graham*+,27,3,12,"86 catches for 1,215 yards, 16 td",,Starters_1,NOR,2013,2025-08-15 19:26:27
LT,Charles Brown,26,3,14,,,Starters_1,NOR,2013,2025-08-15 19:26:27
LG,Ben Grubbs*,29,6,16,,,Starters_1,NOR,2013,2025-08-15 19:26:27
C,Brian De La Puente,28,2,16,,,Starters_1,NOR,2013,2025-08-15 19:26:27
RG,Jahri Evans*,30,7,14,,,Starters_1,NOR,2013,2025-08-15 19:26:27
RT,Zach Strief,30,7,15,,,Starters_1,NOR,2013,2025-08-15 19:26:27
LDE,Akiem Hicks,24,1,16,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
NT,Brodrick Bunkley,30,7,10,,,Starters_1,NOR,2013,2025-08-15 19:26:27
RDE,Cameron Jordan*,24,2,16,"12.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
LOLB,Junior Galette,25,3,15,"12.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
LILB,David Hawthorne,28,5,15,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
RILB,Curtis Lofton,27,5,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
ROLB,Parys Haralson,29,7,8,"3.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
LCB,Jabari Greer,31,9,10,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
RCB,Keenan Lewis,27,4,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
SS,Kenny Vaccaro,22,Rook,14,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
FS,Malcolm Jenkins,26,4,14,"2.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,NOR,2013,2025-08-15 19:26:27
