Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Andy Dalton,35,11,14,"252 for 378, 2,871 yards, 18 td, 9 int, & 30 rushes for 54 yards and 0 td",,Starters_1,NOR,2022,2025-08-15 19:27:37
RB,Alvin Kamara,27,5,13,"223 rushes for 897 yards, 2 td, & 57 catches for 490 yards and 2 td",,Starters_1,NOR,2022,2025-08-15 19:27:37
WR,Chris Olave,22,Rook,9,"72 catches for 1,042 yards, 4 td",,Starters_1,NOR,2022,2025-08-15 19:27:37
TE,Taysom Hill,32,5,8,"9 catches for 77 yards, 2 td, & 96 rushes for 575 yards and 7 td",,Starters_1,NOR,2022,2025-08-15 19:27:37
TE,Juwan Johnson,26,2,12,"42 catches for 508 yards, 7 td",,Starters_1,NOR,2022,2025-08-15 19:27:37
TE,Adam Trautman,25,2,12,"18 catches for 207 yards, 1 td",,Starters_1,NOR,2022,2025-08-15 19:27:37
LT,James Hurst,31,8,16,1 fumble recovered,,Starters_1,NOR,2022,2025-08-15 19:27:37
LG,Andrus Peat,29,7,11,,,Starters_1,NOR,2022,2025-08-15 19:27:37
C,Erik McCoy,25,3,13,,,Starters_1,NOR,2022,2025-08-15 19:27:37
RG,Cesar Ruiz,23,2,14,,,Starters_1,NOR,2022,2025-08-15 19:27:37
RT,Ryan Ramczyk,28,5,16,,,Starters_1,NOR,2022,2025-08-15 19:27:37
LDE,Cameron Jordan*,33,11,16,"8.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2022,2025-08-15 19:27:37
LDT,Shy Tuttle,27,3,14,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2022,2025-08-15 19:27:37
RDT,David Onyemata,30,6,17,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NOR,2022,2025-08-15 19:27:37
RDE,Marcus Davenport,26,4,9,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2022,2025-08-15 19:27:37
LLB,Pete Werner,23,1,11,,,Starters_1,NOR,2022,2025-08-15 19:27:37
MLB,Demario Davis*,33,10,17,"6.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,NOR,2022,2025-08-15 19:27:37
RLB,Kaden Elliss,27,3,11,"7.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2022,2025-08-15 19:27:37
LCB,Paulson Adebo,23,1,12,,,Starters_1,NOR,2022,2025-08-15 19:27:37
RCB,Bradley Roby,30,8,10,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,NOR,2022,2025-08-15 19:27:37
SS,Marcus Maye,29,5,10,,,Starters_1,NOR,2022,2025-08-15 19:27:37
FS,Tyrann Mathieu,30,9,17,"1.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,NOR,2022,2025-08-15 19:27:37
