Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Drew Brees*,38,16,16,"386 for 536, 4,334 yards, 23 td, 8 int, & 33 rushes for 12 yards and 2 td",,Starters_1,NOR,2017,2025-08-15 19:26:58
RB,Mark Ingram*,28,6,12,"230 rushes for 1,124 yards, 12 td, & 58 catches for 416 yards and 0 td",,Starters_1,NOR,2017,2025-08-15 19:26:58
WR,Ted Ginn Jr.,32,10,10,"53 catches for 787 yards, 4 td, & 10 rushes for 39 yards and 0 td",,Starters_1,NOR,2017,2025-08-15 19:26:58
WR,Willie Snead,25,2,7,"8 catches for 92 yards, 0 td",,Starters_1,NOR,2017,2025-08-15 19:26:58
WR,Michael Thomas*,24,1,14,"104 catches for 1,245 yards, 5 td",,Starters_1,NOR,2017,2025-08-15 19:26:58
TE,Josh Hill,27,4,11,"16 catches for 125 yards, 1 td, & 1 rush for -8 yards and 0 td",,Starters_1,NOR,2017,2025-08-15 19:26:58
LT,Terron Armstead,26,4,10,1 fumble recovered,,Starters_1,NOR,2017,2025-08-15 19:26:58
LG,Andrus Peat,24,2,14,,,Starters_1,NOR,2017,2025-08-15 19:26:58
C,Max Unger,31,8,16,1 fumble recovered,,Starters_1,NOR,2017,2025-08-15 19:26:58
RG,Larry Warford*,26,4,14,,,Starters_1,NOR,2017,2025-08-15 19:26:58
RT,Ryan Ramczyk,23,Rook,16,,,Starters_1,NOR,2017,2025-08-15 19:26:58
LDE,Cameron Jordan*+,28,6,16,"13.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
LDT,Sheldon Rankins,23,1,16,"2.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
RDT,Tyeler Davison,25,2,16,,,Starters_1,NOR,2017,2025-08-15 19:26:58
RDE,Alex Okafor,26,4,10,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
LLB,Craig Robertson,29,5,12,"2.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
MLB,Manti Te'o,26,4,10,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
RLB,A.J. Klein,26,4,12,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
LCB,Ken Crawley,24,1,13,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
RCB,Marshon Lattimore*,21,Rook,13,"0.0 sacks, 5 interceptions, 1 fumble recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
SS,Kenny Vaccaro,26,4,12,"1.5 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
FS,Marcus Williams,21,Rook,15,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,NOR,2017,2025-08-15 19:26:58
