Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
NOR,1990,QB,Steve Walsh,24,1,11,"175 for 327, 1,970 yards, 12 td, 13 int, & 19 rushes for 25 yards and 0 td",,Starters_1
NOR,1990,RB,Rueben Mayes,27,4,8,"138 rushes for 510 yards, 7 td, & 12 catches for 121 yards and 0 td",,Starters_1
NOR,1990,FB,Craig Heyward,24,2,15,"129 rushes for 599 yards, 4 td, & 18 catches for 121 yards and 0 td",,Starters_1
NOR,1990,WR,Eric Martin,29,5,16,"63 catches for 912 yards, 5 td",,Starters_1
NOR,1990,WR,Brett Perriman,25,2,15,"36 catches for 382 yards, 2 td",,Starters_1
NOR,1990,TE,Hoby Brenner,31,9,16,"17 catches for 213 yards, 2 td",,Starters_1
NOR,1990,LT,Kevin Haverdink,25,1,15,,,Starters_1
NOR,1990,LG,Jim Dombrowski,27,4,16,,,Starters_1
NOR,1990,C,Joel Hilgenberg,28,6,16,1 fumble recovered,,Starters_1
NOR,1990,RG,Steve Trapilo,26,3,16,1 fumble recovered,,Starters_1
NOR,1990,RT,Stan Brock,32,10,16,1 fumble recovered,,Starters_1
NOR,1990,LDE,Wayne Martin,25,1,11,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NOR,1990,NT,Robert Goff,25,2,10,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NOR,1990,RDE,Jim Wilks,32,9,15,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NOR,1990,LOLB,Rickey Jackson,32,9,16,"6.0 sacks, 0 interceptions, 7 fumbles recovered",,Starters_1
NOR,1990,LILB,Sam Mills,31,4,14,"0.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NOR,1990,RILB,Vaughan Johnson*,28,4,16,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
NOR,1990,ROLB,Pat Swilling*,26,4,16,"11.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
NOR,1990,LCB,Robert Massey,23,1,16,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
NOR,1990,RCB,Toi Cook,26,3,16,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
NOR,1990,SS,Brett Maxie,28,5,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
NOR,1990,FS,Gene Atkins,26,3,16,"3.0 sacks, 2 interceptions, 3 fumbles recovered",,Starters_1
