Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
SDG,1972,QB,John Hadl*,32,10,14,"190 for 370, 2,449 yards, 15 td, 26 int, & 22 rushes for 99 yards and 1 td",,Starters_1
SDG,1972,RB,Mike Garrett,28,6,14,"272 rushes for 1,031 yards, 6 td, & 31 catches for 245 yards and 1 td",,Starters_1
SDG,1972,FB,Cid Edwards,29,4,12,"157 rushes for 679 yards, 5 td, & 40 catches for 557 yards and 2 td",,Starters_1
SDG,1972,WR,Chuck Dicus,24,1,7,"18 catches for 227 yards, 2 td, & 1 rush for -11 yards and 0 td",,Starters_1
SDG,1972,WR,Gary Garrison*,28,6,13,"52 catches for 744 yards, 7 td, & 2 rushes for -6 yards and 0 td",,Starters_1
SDG,1972,TE,Pettis Norman,33,10,11,"19 catches for 262 yards, 0 td, & 1 rush for 9 yards and 0 td",,Starters_1
SDG,1972,LT,Terry Owens,28,6,14,,,Starters_1
SDG,1972,LG,Doug Wilkerson,25,2,14,,,Starters_1
SDG,1972,C,Carl Mauck,25,3,14,3 fumbles recovered,,Starters_1
SDG,1972,RG,Walt Sweeney*,31,9,14,,,Starters_1
SDG,1972,RT,Russ Washington,26,4,14,1 fumble recovered,,Starters_1
SDG,1972,LDE,Deacon Jones*,34,11,14,"0 interceptions, 2 fumbles recovered",,Starters_1
SDG,1972,LDT,Ron East,29,5,12,,,Starters_1
SDG,1972,RDT,Dave Costa,31,9,14,,,Starters_1
SDG,1972,RDE,Lionel Aldridge,31,9,14,,,Starters_1
SDG,1972,LLB,Bob Babich,25,2,8,"2 interceptions, 0 fumbles recovered",,Starters_1
SDG,1972,MLB,Tim Rossovich,26,4,6,"1 interception, 1 fumble recovered",,Starters_1
SDG,1972,RLB,Rick Redman,29,7,10,"1 interception, 2 fumbles recovered",,Starters_1
SDG,1972,LCB,Joe Beauchamp,28,6,14,"6 interceptions, 0 fumbles recovered",,Starters_1
SDG,1972,RCB,Lenny Dunlap,23,1,13,"5 interceptions, 3 fumbles recovered",,Starters_1
SDG,1972,SS,Bryant Salter,22,1,13,"7 interceptions, 1 fumble recovered",,Starters_1
SDG,1972,FS,Chuck Detwiler,25,2,6,,,Starters_1
