Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Philip Rivers,31,8,16,"338 for 527, 3,606 yards, 26 td, 15 int, & 27 rushes for 40 yards and 0 td",,Starters_1,SDG,2012,2025-08-15 19:42:33
RB,Ryan Mathews,25,2,9,"184 rushes for 707 yards, 1 td, & 39 catches for 252 yards and 0 td",,Starters_1,SDG,2012,2025-08-15 19:42:33
FB,Le'Ron McClain,28,5,9,"14 rushes for 42 yards, 0 td, & 8 catches for 29 yards and 0 td",,Starters_1,SDG,2012,2025-08-15 19:42:33
WR,Malcom Floyd,31,8,14,"56 catches for 814 yards, 5 td",,Starters_1,SDG,2012,2025-08-15 19:42:33
TE,Antonio Gates,32,9,15,"49 catches for 538 yards, 7 td",,Starters_1,SDG,2012,2025-08-15 19:42:33
TE,Randy McMichael,33,10,10,"9 catches for 51 yards, 0 td",,Starters_1,SDG,2012,2025-08-15 19:42:33
LT,Mike Harris,24,1,9,,,Starters_1,SDG,2012,2025-08-15 19:42:33
LG,Tyronne Green,26,3,13,,,Starters_1,SDG,2012,2025-08-15 19:42:33
C,Nick Hardwick,31,8,16,,,Starters_1,SDG,2012,2025-08-15 19:42:33
RG,Louis Vasquez,25,3,16,,,Starters_1,SDG,2012,2025-08-15 19:42:33
RT,Jeromey Clary,29,5,14,,,Starters_1,SDG,2012,2025-08-15 19:42:33
LDE,Vaughn Martin,26,3,12,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
NT,Aubrayo Franklin,32,9,9,,,Starters_1,SDG,2012,2025-08-15 19:42:33
RDE,Corey Liuget,22,1,16,"7.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
LOLB,Shaun Phillips,31,8,16,"9.5 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
LILB,Takeo Spikes,36,14,16,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
RILB,Donald Butler,24,1,12,"3.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
ROLB,Jarret Johnson,31,9,14,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
LCB,Quentin Jammer,33,10,16,"0.0 sacks, 3 interceptions, 3 fumbles recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
RCB,Antoine Cason,26,4,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
SS,Atari Bigby,31,7,11,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
FS,Eric Weddle,27,5,16,"1.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1,SDG,2012,2025-08-15 19:42:33
