Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
SDG,2003,QB,Drew Brees,24,2,11,"205 for 356, 2,108 yards, 11 td, 15 int, & 21 rushes for 84 yards and 0 td",,Starters_1
SDG,2003,RB,LaDainian Tomlinson,24,2,16,"313 rushes for 1,645 yards, 13 td, & 100 catches for 725 yards and 4 td",,Starters_1
SDG,2003,FB,Lorenzo Neal,33,10,15,"18 rushes for 40 yards, 1 td, & 16 catches for 62 yards and 0 td",,Starters_1
SDG,2003,WR,David Boston,25,4,14,"70 catches for 880 yards, 7 td, & 3 rushes for 18 yards and 0 td",,Starters_1
SDG,2003,TE,Antonio Gates,23,Rook,11,"24 catches for 389 yards, 2 td",,Starters_1
SDG,2003,TE,Justin Peelle,24,1,9,"16 catches for 133 yards, 1 td",,Starters_1
SDG,2003,LT,Damion McIntosh,26,3,13,1 fumble recovered,,Starters_1
SDG,2003,LG,Kelvin Garmon,27,2,16,,,Starters_1
SDG,2003,C,Jason Ball,24,1,8,,,Starters_1
SDG,2003,RG,Phil Bogle,24,Rook,13,,,Starters_1
SDG,2003,RT,Courtney Van Buren,23,Rook,7,,,Starters_1
SDG,2003,LDE,Marcellus Wiley,29,6,16,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
SDG,2003,LDT,Jamal Williams,27,5,15,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
SDG,2003,RDT,Jason Fisk,31,8,16,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
SDG,2003,RDE,Adrian Dingle,26,3,16,"6.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
SDG,2003,LLB,Ben Leber,25,1,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
SDG,2003,MLB,Zeke Moreno,25,2,12,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
SDG,2003,RLB,Donnie Edwards,30,7,16,"0.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
SDG,2003,LCB,Quentin Jammer,24,1,16,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
SDG,2003,RCB,Sammy Davis,23,Rook,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
SDG,2003,SS,Kwamie Lassiter,34,8,10,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
SDG,2003,FS,Jerry Wilson,30,7,16,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
