Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Philip Rivers,33,10,16,"379 for 570, 4,286 yards, 31 td, 18 int, & 37 rushes for 102 yards and 0 td",,Starters_1,SDG,2014,2025-08-15 19:42:48
RB,Branden Oliver,23,Rook,7,"160 rushes for 582 yards, 3 td, & 36 catches for 271 yards and 1 td",,Starters_1,SDG,2014,2025-08-15 19:42:48
WR,Keenan Allen,22,1,14,"77 catches for 783 yards, 4 td",,Starters_1,SDG,2014,2025-08-15 19:42:48
WR,Malcom Floyd,33,10,16,"52 catches for 856 yards, 6 td",,Starters_1,SDG,2014,2025-08-15 19:42:48
WR,Eddie Royal,28,6,11,"62 catches for 778 yards, 7 td, & 3 rushes for 14 yards and 0 td",,Starters_1,SDG,2014,2025-08-15 19:42:48
TE,Antonio Gates,34,11,14,"69 catches for 821 yards, 12 td",,Starters_1,SDG,2014,2025-08-15 19:42:48
LT,King Dunlap,29,5,16,,,Starters_1,SDG,2014,2025-08-15 19:42:48
LG,Chad Rinehart,29,5,16,1 fumble recovered,,Starters_1,SDG,2014,2025-08-15 19:42:48
C,Rich Ohrnberger,28,5,7,,,Starters_1,SDG,2014,2025-08-15 19:42:48
RG,Johnnie Troutman,27,1,15,,,Starters_1,SDG,2014,2025-08-15 19:42:48
RT,D.J. Fluker,23,1,16,,,Starters_1,SDG,2014,2025-08-15 19:42:48
LDE,Kendall Reyes,25,2,15,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
NT,Sean Lissemore,27,4,8,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
RDE,Corey Liuget,24,3,16,"4.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
LOLB,Melvin Ingram,25,2,9,"4.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
LILB,Manti Te'o,23,1,6,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
RILB,Donald Butler,26,3,13,"1.0 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
ROLB,Jarret Johnson,33,11,14,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
LCB,Brandon Flowers,28,6,14,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
RCB,Shareece Wright,27,3,14,,,Starters_1,SDG,2014,2025-08-15 19:42:48
SS,Marcus Gilchrist,26,3,16,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
FS,Eric Weddle*+,29,7,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SDG,2014,2025-08-15 19:42:48
