Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Kirk Cousins,36,12,14,"303 for 453, 3,508 yards, 18 td, 16 int, & 23 rushes for yards and 0 td",,Starters_1,ATL,2024,2025-08-15 18:51:13
RB,Bijan Robinson*,22,1,17,"304 rushes for 1,456 yards, 14 td, & 61 catches for 431 yards and 1 td",,Starters_1,ATL,2024,2025-08-15 18:51:13
WR,Drake London,23,2,17,"100 catches for 1,271 yards, 9 td, & 1 rush for -3 yards and 0 td",,Starters_1,ATL,2024,2025-08-15 18:51:13
WR,Ray-Ray McCloud,28,6,13,"62 catches for 686 yards, 1 td, & 10 rushes for 79 yards and 0 td",,Starters_1,ATL,2024,2025-08-15 18:51:13
WR,Darnell Mooney,27,4,16,"64 catches for 992 yards, 5 td",,Starters_1,ATL,2024,2025-08-15 18:51:13
TE,Kyle Pitts,24,3,15,"47 catches for 602 yards, 4 td",,Starters_1,ATL,2024,2025-08-15 18:51:13
LT,Jake Matthews,32,10,17,1 fumble recovered,,Starters_1,ATL,2024,2025-08-15 18:51:13
LG,Matthew Bergeron,24,1,17,1 fumble recovered,,Starters_1,ATL,2024,2025-08-15 18:51:13
C,Drew Dalman,26,3,9,2 fumbles recovered,,Starters_1,ATL,2024,2025-08-15 18:51:13
RG,Chris Lindstrom*,27,5,17,,,Starters_1,ATL,2024,2025-08-15 18:51:13
RT,Kaleb McGary,29,5,16,,,Starters_1,ATL,2024,2025-08-15 18:51:13
LDE,Grady Jarrett,31,9,17,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,ATL,2024,2025-08-15 18:51:13
NT,Eddie Goldman,30,9,10,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,ATL,2024,2025-08-15 18:51:13
RDE,David Onyemata,32,8,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,ATL,2024,2025-08-15 18:51:13
LOLB,Lorenzo Carter,29,6,11,,,Starters_1,ATL,2024,2025-08-15 18:51:13
RILB,Kaden Elliss,29,5,17,"5.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,ATL,2024,2025-08-15 18:51:13
ROLB,Matt Judon,32,8,15,"5.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,ATL,2024,2025-08-15 18:51:13
LCB,AJ Terrell,26,4,17,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,ATL,2024,2025-08-15 18:51:13
RCB,Mike Hughes,27,6,15,,,Starters_1,ATL,2024,2025-08-15 18:51:13
SS,Jessie Bates III,27,6,17,"1.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1,ATL,2024,2025-08-15 18:51:13
FS,Justin Simmons,31,8,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,ATL,2024,2025-08-15 18:51:13
DB,DeAundre Alford,27,2,11,,,Starters_1,ATL,2024,2025-08-15 18:51:13
