Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
ATL,2004,QB,Michael Vick*,24,3,15,"181 for 321, 2,313 yards, 14 td, 12 int, & 120 rushes for 902 yards and 3 td",,Starters_1
ATL,2004,RB,Warrick Dunn,29,7,16,"265 rushes for 1,106 yards, 9 td, & 29 catches for 294 yards and 0 td",,Starters_1
ATL,2004,FB,Justin Griffith,24,1,11,"9 rushes for 39 yards, 0 td, & 22 catches for 220 yards and 1 td",,Starters_1
ATL,2004,WR,Peerless Price,28,5,15,"45 catches for 575 yards, 3 td, & 3 rushes for 34 yards and 0 td",,Starters_1
ATL,2004,WR,Dez White,25,4,15,"30 catches for 370 yards, 2 td, & 3 rushes for 14 yards and 0 td",,Starters_1
ATL,2004,TE,Alge Crumpler*,27,3,14,"48 catches for 774 yards, 6 td",,Starters_1
ATL,2004,LT,Kevin Shaffer,24,2,15,1 fumble recovered,,Starters_1
ATL,2004,LG,Roberto Garza,25,3,15,1 fumble recovered,,Starters_1
ATL,2004,C,Todd McClure,27,4,16,1 fumble recovered,,Starters_1
ATL,2004,RG,Kynan Forney,26,3,16,,,Starters_1
ATL,2004,RT,Todd Weiner,29,6,16,1 fumble recovered,,Starters_1
ATL,2004,LDE,Patrick Kerney*,28,5,15,"13.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
ATL,2004,LDT,Roderick Coleman,28,5,13,"11.5 sacks, 1 interception, 1 fumble recovered",,Starters_1
ATL,2004,RDT,Ed Jasper,31,7,12,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
ATL,2004,RDE,Brady Smith,31,8,16,"6.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
ATL,2004,LLB,Keith Brooking*,29,6,16,"2.5 sacks, 3 interceptions, 1 fumble recovered",,Starters_1
ATL,2004,MLB,Chris Draft,28,6,13,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
ATL,2004,RLB,Matt Stewart,25,3,15,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
ATL,2004,LCB,DeAngelo Hall,21,Rook,9,"0.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
ATL,2004,RCB,Kevin Mathis,30,7,12,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
ATL,2004,SS,Bryan Scott,23,1,16,"2.5 sacks, 1 interception, 1 fumble recovered",,Starters_1
ATL,2004,FS,Cory Hall,28,5,13,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
