Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Matt Ryan,30,7,16,"407 for 614, 4,591 yards, 21 td, 16 int, & 36 rushes for 63 yards and 0 td",,Starters_1,ATL,2015,2025-08-15 18:50:04
RB,Patrick DiMarco*,26,3,8,"1 rush for yards, 0 td, & 13 catches for 110 yards and 2 td",,Starters_1,ATL,2015,2025-08-15 18:50:04
RB,Devonta Freeman*,23,1,13,"265 rushes for 1,056 yards, 11 td, & 73 catches for 578 yards and 3 td",,Starters_1,ATL,2015,2025-08-15 18:50:04
WR,Julio Jones*+,26,4,16,"136 catches for 1,871 yards, 8 td",,Starters_1,ATL,2015,2025-08-15 18:50:04
WR,Roddy White,34,10,16,"43 catches for 506 yards, 1 td",,Starters_1,ATL,2015,2025-08-15 18:50:04
TE,Levine Toilolo,24,2,15,"7 catches for 44 yards, 0 td",,Starters_1,ATL,2015,2025-08-15 18:50:04
LT,Jake Matthews,23,1,16,1 fumble recovered,,Starters_1,ATL,2015,2025-08-15 18:50:04
LG,Andy Levitre,29,6,16,,,Starters_1,ATL,2015,2025-08-15 18:50:04
C,Michael Person,27,2,14,,,Starters_1,ATL,2015,2025-08-15 18:50:04
RG,Chris Chester,32,9,16,,,Starters_1,ATL,2015,2025-08-15 18:50:04
RT,Ryan Schraeder,27,2,16,1 fumble recovered,,Starters_1,ATL,2015,2025-08-15 18:50:04
LDE,Vic Beasley,23,Rook,16,"4.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,ATL,2015,2025-08-15 18:50:04
NT,Ra'Shede Hageman,25,1,12,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,ATL,2015,2025-08-15 18:50:04
RDE,Paul Soliai,32,8,10,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,ATL,2015,2025-08-15 18:50:04
LOLB,Tyson Jackson,29,6,12,,,Starters_1,ATL,2015,2025-08-15 18:50:04
LILB,Paul Worrilow,25,2,15,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,ATL,2015,2025-08-15 18:50:04
RILB,Justin Durant,30,8,12,,,Starters_1,ATL,2015,2025-08-15 18:50:04
ROLB,O'Brien Schofield,28,5,10,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,ATL,2015,2025-08-15 18:50:04
LCB,Robert Alford,27,2,15,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,ATL,2015,2025-08-15 18:50:04
RCB,Desmond Trufant*,25,2,16,"1.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,ATL,2015,2025-08-15 18:50:04
SS,Ricardo Allen,24,1,14,"1.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,ATL,2015,2025-08-15 18:50:04
FS,William Moore,30,6,11,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,ATL,2015,2025-08-15 18:50:04
