Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Matt Ryan,26,3,16,"347 for 566, 4,177 yards, 29 td, 12 int, & 37 rushes for 84 yards and 2 td",,Starters_1,ATL,2011,2025-08-15 18:49:32
RB,Michael Turner,29,7,15,"301 rushes for 1,340 yards, 11 td, & 17 catches for 168 yards and 0 td",,Starters_1,ATL,2011,2025-08-15 18:49:32
FB,Ovie Mughelli,31,8,5,"2 rushes for 1 yards, 0 td, & 4 catches for 25 yards and 2 td",,Starters_1,ATL,2011,2025-08-15 18:49:32
WR,Julio Jones,22,Rook,13,"54 catches for 959 yards, 8 td, & 6 rushes for 56 yards and 0 td",,Starters_1,ATL,2011,2025-08-15 18:49:32
WR,Roddy White*,30,6,16,"100 catches for 1,296 yards, 8 td",,Starters_1,ATL,2011,2025-08-15 18:49:32
TE,Tony Gonzalez*,35,14,16,"80 catches for 875 yards, 7 td",,Starters_1,ATL,2011,2025-08-15 18:49:32
LT,Will Svitek,29,6,10,,,Starters_1,ATL,2011,2025-08-15 18:49:32
LG,Justin Blalock,28,4,16,,,Starters_1,ATL,2011,2025-08-15 18:49:32
C,Todd McClure,34,11,13,,,Starters_1,ATL,2011,2025-08-15 18:49:32
RG,Joe Hawley,23,1,12,,,Starters_1,ATL,2011,2025-08-15 18:49:32
RT,Tyson Clabo,30,5,16,,,Starters_1,ATL,2011,2025-08-15 18:49:32
LDE,Ray Edwards,26,5,16,"3.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
LDT,Jonathan Babineaux,30,6,13,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
RDT,Corey Peters,23,1,15,"3.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
RDE,John Abraham,33,11,15,"9.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
LLB,Sean Weatherspoon,24,1,16,"4.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
MLB,Curtis Lofton,25,3,16,"1.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
RLB,Stephen Nicholas,28,4,8,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
LCB,Brent Grimes,28,4,12,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
RCB,Dunta Robinson,29,7,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
SS,William Moore,26,2,11,"0.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
FS,Thomas DeCoud,26,3,15,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,ATL,2011,2025-08-15 18:49:32
