Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
ATL,1997,QB,Chris Chandler*,32,9,14,"202 for 342, 2,692 yards, 20 td, 7 int, & 43 rushes for 158 yards and 0 td",,Starters_1
ATL,1997,RB,Jamal Anderson,25,3,15,"290 rushes for 1,002 yards, 7 td, & 29 catches for 284 yards and 3 td",,Starters_1
ATL,1997,FB,Bob Christian,29,5,12,"7 rushes for 8 yards, 0 td, & 22 catches for 154 yards and 1 td",,Starters_1
ATL,1997,WR,Bert Emanuel,27,3,16,"65 catches for 991 yards, 9 td",,Starters_1
ATL,1997,WR,Terance Mathis,30,7,16,"62 catches for 802 yards, 6 td, & 3 rushes for 35 yards and 0 td",,Starters_1
ATL,1997,TE,O.J. Santiago,23,Rook,11,"17 catches for 217 yards, 2 td",,Starters_1
ATL,1997,LT,Bob Whitfield,26,5,16,,,Starters_1
ATL,1997,LG,Robbie Tobeck,27,3,15,1 fumble recovered,,Starters_1
ATL,1997,C,Calvin Collins,23,Rook,13,,,Starters_1
ATL,1997,RG,Gene Williams,29,6,15,2 fumbles recovered,,Starters_1
ATL,1997,RT,Matt Willig,28,4,13,,,Starters_1
ATL,1997,LDE,Lester Archambeau,30,7,16,"8.5 sacks, 1 interception, 3 fumbles recovered",,Starters_1
ATL,1997,LDT,Travis Hall,25,2,16,"10.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
ATL,1997,RDT,Dan Owens,30,7,15,"8.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
ATL,1997,RDE,Chuck Smith,28,5,15,"12.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
ATL,1997,LLB,Cornelius Bennett,32,10,16,"7.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
ATL,1997,MLB,Jessie Tuggle*,32,10,15,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
ATL,1997,RLB,Henri Crockett,23,Rook,10,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
ATL,1997,LCB,Ray Buchanan,26,4,16,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1
ATL,1997,RCB,Ronnie Bradford,27,4,14,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
ATL,1997,SS,William White,31,9,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
ATL,1997,FS,Devin Bush Sr.,24,2,16,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
