Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Marcus Mariota,29,7,13,"184 for 300, 2,219 yards, 15 td, 9 int, & 85 rushes for 438 yards and 4 td",,Starters_1,ATL,2022,2025-08-15 18:50:56
RB,Tyler Allgeier,22,Rook,7,"210 rushes for 1,035 yards, 3 td, & 16 catches for 139 yards and 1 td",,Starters_1,ATL,2022,2025-08-15 18:50:56
RB,Cordarrelle Patterson,31,9,11,"144 rushes for 695 yards, 8 td, & 21 catches for 122 yards and 0 td",,Starters_1,ATL,2022,2025-08-15 18:50:56
WR,Drake London,21,Rook,15,"72 catches for 866 yards, 4 td",,Starters_1,ATL,2022,2025-08-15 18:50:56
WR,Olamide Zaccheaus,25,3,13,"40 catches for 533 yards, 3 td, & 2 rushes for 7 yards and 0 td",,Starters_1,ATL,2022,2025-08-15 18:50:56
TE,Kyle Pitts,22,1,10,"28 catches for 356 yards, 2 td",,Starters_1,ATL,2022,2025-08-15 18:50:56
LT,Jake Matthews,30,8,17,,,Starters_1,ATL,2022,2025-08-15 18:50:56
LG,Elijah Wilkinson,27,5,9,,,Starters_1,ATL,2022,2025-08-15 18:50:56
C,Drew Dalman,24,1,17,,,Starters_1,ATL,2022,2025-08-15 18:50:56
RG,Chris Lindstrom*,25,3,17,,,Starters_1,ATL,2022,2025-08-15 18:50:56
RT,Kaleb McGary,27,3,17,1 fumble recovered,,Starters_1,ATL,2022,2025-08-15 18:50:56
LDE,Adetokunbo Ogundeji,24,1,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
LDT,Ta'Quon Graham,24,1,9,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
RDT,Grady Jarrett,29,7,17,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
RDE,Timmy Horne,25,Rook,5,,,Starters_1,ATL,2022,2025-08-15 18:50:56
LLB,Rashaan Evans,27,4,17,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
MLB,Mykal Walker,25,2,12,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
RLB,Lorenzo Carter,27,4,17,"4.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
LCB,AJ Terrell,24,2,14,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
RCB,Darren Hall,22,1,9,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
SS,Richie Grant,25,1,17,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
FS,Jaylinn Hawkins,25,2,16,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,ATL,2022,2025-08-15 18:50:56
