Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Kyler Murray,22,Rook,16,"349 for 542, 3,722 yards, 20 td, 12 int, & 93 rushes for 544 yards and 4 td",,Starters_1,CRD,2019,2025-08-15 18:48:42
RB,Kenyan Drake,25,3,8,"123 rushes for 643 yards, 8 td, & 28 catches for 171 yards and 0 td",,Starters_1,CRD,2019,2025-08-15 18:48:42
WR,Larry Fitzgerald,36,15,16,"75 catches for 804 yards, 4 td",,Starters_1,CRD,2019,2025-08-15 18:48:42
WR,Christian Kirk,23,1,13,"68 catches for 709 yards, 3 td, & 10 rushes for 93 yards and 0 td",,Starters_1,CRD,2019,2025-08-15 18:48:42
TE,Charles Clay,30,8,10,"18 catches for 237 yards, 1 td",,Starters_1,CRD,2019,2025-08-15 18:48:42
TE,Maxx Williams,25,4,10,"15 catches for 202 yards, 1 td",,Starters_1,CRD,2019,2025-08-15 18:48:42
LT,D.J. Humphries,26,3,16,,,Starters_1,CRD,2019,2025-08-15 18:48:42
LG,Justin Pugh,29,6,16,,,Starters_1,CRD,2019,2025-08-15 18:48:42
C,A.Q. Shipley,33,7,16,,,Starters_1,CRD,2019,2025-08-15 18:48:42
RG,J.R. Sweezy,30,7,16,,,Starters_1,CRD,2019,2025-08-15 18:48:42
RT,Justin Murray,26,1,12,,,Starters_1,CRD,2019,2025-08-15 18:48:42
LDE,Jonathan Bullard,26,3,6,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
NT,Corey Peters,31,9,16,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
RDE,Rodney Gunter,27,4,13,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
LOLB,Chandler Jones*+,29,7,16,"19.0 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
LILB,Joe Walker,27,2,11,,,Starters_1,CRD,2019,2025-08-15 18:48:42
RILB,Jordan Hicks,27,4,16,"1.5 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
ROLB,Terrell Suggs,37,16,13,"5.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
LCB,Byron Murphy,21,Rook,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
RCB,Patrick Peterson,29,8,10,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
SS,Jalen Thompson,21,Rook,9,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
FS,Budda Baker*,23,2,16,"0.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,CRD,2019,2025-08-15 18:48:42
