Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
CRD,1997,QB,Jake Plummer,23,Rook,9,"157 for 296, 2,203 yards, 15 td, 15 int, & 39 rushes for 216 yards and 2 td",,Starters_1
CRD,1997,RB,Leeland McElroy,23,1,8,"135 rushes for 424 yards, 2 td, & 7 catches for 32 yards and 0 td",,Starters_1
CRD,1997,FB,Larry Centers,29,7,14,"101 rushes for 276 yards, 1 td, & 54 catches for 409 yards and 1 td",,Starters_1
CRD,1997,WR,Rob Moore*+,29,7,16,"97 catches for 1,584 yards, 8 td",,Starters_1
CRD,1997,WR,Frank Sanders,24,2,16,"75 catches for 1,017 yards, 4 td, & 1 rush for 5 yards and 0 td",,Starters_1
CRD,1997,TE,Pat Carter,31,9,10,"7 catches for 44 yards, 1 td",,Starters_1
CRD,1997,LT,Lomas Brown,34,12,14,,,Starters_1
CRD,1997,LG,Rob Selby,30,6,9,,,Starters_1
CRD,1997,C,Mike Devlin,28,4,13,1 fumble recovered,,Starters_1
CRD,1997,RG,Anthony Redmon,26,3,16,,,Starters_1
CRD,1997,RT,James Dexter,24,1,9,,,Starters_1
CRD,1997,LDE,Michael Bankston,27,5,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CRD,1997,LDT,Eric Swann,27,6,13,"7.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CRD,1997,RDT,Bernard Wilson,27,4,14,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
CRD,1997,RDE,Simeon Rice,23,1,15,"5.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
CRD,1997,LLB,Jamir Miller,24,3,16,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CRD,1997,MLB,Eric Hill,31,8,10,,,Starters_1
CRD,1997,RLB,Ronald McKinnon,24,1,16,"1.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1
CRD,1997,LCB,Aeneas Williams*+,29,6,16,"0.0 sacks, 6 interceptions, 0 fumbles recovered",,Starters_1
CRD,1997,RCB,Tom Knight,23,Rook,14,,,Starters_1
CRD,1997,SS,Matt Darby,29,5,7,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
CRD,1997,FS,Brent Alexander,26,3,15,,,Starters_1
