Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
CRD,2003,QB,Jeff Blake,33,11,13,"208 for 367, 2,247 yards, 13 td, 15 int, & 30 rushes for 177 yards and 2 td",,Starters_1
CRD,2003,RB,Marcel Shipp,25,2,11,"228 rushes for 830 yards, 0 td, & 30 catches for 184 yards and 0 td",,Starters_1
CRD,2003,FB,James Hodgins,26,4,8,"2 rushes for 6 yards, 0 td, & 14 catches for 58 yards and 2 td",,Starters_1
CRD,2003,WR,Anquan Boldin*,23,Rook,16,"101 catches for 1,377 yards, 8 td, & 5 rushes for 40 yards and 0 td",,Starters_1
CRD,2003,WR,Bryan Gilmore,25,3,10,"17 catches for 208 yards, 2 td, & 1 rush for yards and 0 td",,Starters_1
CRD,2003,TE,Freddie Jones,29,6,16,"55 catches for 517 yards, 3 td",,Starters_1
CRD,2003,LT,L.J. Shelton,27,4,15,,,Starters_1
CRD,2003,LG,Cameron Spikes,27,4,16,,,Starters_1
CRD,2003,C,Pete Kendall,30,7,13,,,Starters_1
CRD,2003,RG,Leonard Davis,25,2,14,,,Starters_1
CRD,2003,RT,Anthony Clement,27,5,16,,,Starters_1
CRD,2003,LDE,Dennis Johnson,24,1,10,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CRD,2003,LDT,Russell Davis,28,4,15,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CRD,2003,RDT,Marcus Bell,24,2,10,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CRD,2003,RDE,Calvin Pace,23,Rook,16,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CRD,2003,LLB,Raynoch Thompson,26,3,12,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CRD,2003,MLB,Ronald McKinnon,30,7,16,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CRD,2003,RLB,Levar Fisher,24,1,15,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CRD,2003,LCB,Renaldo Hill,25,2,14,"2.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1
CRD,2003,RCB,David Barrett,26,3,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
CRD,2003,SS,Adrian Wilson,24,2,15,,,Starters_1
CRD,2003,FS,Dexter Jackson,26,4,16,"0.0 sacks, 6 interceptions, 0 fumbles recovered",,Starters_1
