Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Derek Carr,28,5,16,"361 for 513, 4,054 yards, 21 td, 8 int, & 27 rushes for 82 yards and 2 td",,Starters_1,RAI,2019,2025-08-15 19:39:20
RB,Josh Jacobs,21,Rook,13,"242 rushes for 1,150 yards, 7 td, & 20 catches for 166 yards and 0 td",,Starters_1,RAI,2019,2025-08-15 19:39:20
WR,Zay Jones,24,2,7,"20 catches for 147 yards, 0 td, & 1 rush for 3 yards and 0 td",,Starters_1,RAI,2019,2025-08-15 19:39:20
WR,Tyrell Williams,27,4,12,"42 catches for 651 yards, 6 td",,Starters_1,RAI,2019,2025-08-15 19:39:20
TE,Foster Moreau,22,Rook,7,"21 catches for 174 yards, 5 td",,Starters_1,RAI,2019,2025-08-15 19:39:20
TE,Darren Waller,27,4,16,"90 catches for 1,145 yards, 3 td, & 2 rushes for 5 yards and 0 td",,Starters_1,RAI,2019,2025-08-15 19:39:20
LT,Kolton Miller,24,1,16,1 fumble recovered,,Starters_1,RAI,2019,2025-08-15 19:39:20
LG,Richie Incognito,36,13,12,,,Starters_1,RAI,2019,2025-08-15 19:39:20
C,Rodney Hudson*,30,8,15,,,Starters_1,RAI,2019,2025-08-15 19:39:20
RG,Gabe Jackson,28,5,11,,,Starters_1,RAI,2019,2025-08-15 19:39:20
RT,Trent Brown*,26,4,11,,,Starters_1,RAI,2019,2025-08-15 19:39:20
LDE,Clelin Ferrell,22,Rook,15,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAI,2019,2025-08-15 19:39:20
LDT,P.J. Hall,24,1,12,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2019,2025-08-15 19:39:20
RDT,Johnathan Hankins,27,6,16,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2019,2025-08-15 19:39:20
RDE,Maxx Crosby,22,Rook,10,"10.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2019,2025-08-15 19:39:20
LLB,Tahir Whitehead,29,7,16,,,Starters_1,RAI,2019,2025-08-15 19:39:20
MLB,Vontaze Burfict,29,7,4,,,Starters_1,RAI,2019,2025-08-15 19:39:20
RLB,Nicholas Morrow,24,2,8,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAI,2019,2025-08-15 19:39:20
LCB,Daryl Worley,24,3,15,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAI,2019,2025-08-15 19:39:20
RCB,Trayvon Mullen,22,Rook,10,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAI,2019,2025-08-15 19:39:20
SS,Karl Joseph,26,3,9,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAI,2019,2025-08-15 19:39:20
FS,Erik Harris,29,3,14,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,RAI,2019,2025-08-15 19:39:20
