Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Derek Carr*,25,2,15,"357 for 560, 3,937 yards, 28 td, 6 int, & 39 rushes for 70 yards and 0 td",,Starters_1,RAI,2016,2025-08-15 19:38:56
RB,Latavius Murray,26,2,12,"195 rushes for 788 yards, 12 td, & 33 catches for 264 yards and 0 td",,Starters_1,RAI,2016,2025-08-15 19:38:56
RB,Jamize Olawale,27,4,7,"17 rushes for 47 yards, 2 td, & 12 catches for 227 yards and 1 td",,Starters_1,RAI,2016,2025-08-15 19:38:56
WR,Amari Cooper*,22,1,14,"83 catches for 1,153 yards, 5 td, & 1 rush for yards and 0 td",,Starters_1,RAI,2016,2025-08-15 19:38:56
WR,Michael Crabtree,29,7,16,"89 catches for 1,003 yards, 8 td",,Starters_1,RAI,2016,2025-08-15 19:38:56
TE,Clive Walford,25,1,8,"33 catches for 359 yards, 3 td",,Starters_1,RAI,2016,2025-08-15 19:38:56
LT,Donald Penn*,33,9,16,,,Starters_1,RAI,2016,2025-08-15 19:38:56
LG,Kelechi Osemele*+,27,4,15,,,Starters_1,RAI,2016,2025-08-15 19:38:56
C,Rodney Hudson*,27,5,16,,,Starters_1,RAI,2016,2025-08-15 19:38:56
RG,Gabe Jackson,25,2,16,,,Starters_1,RAI,2016,2025-08-15 19:38:56
RT,Austin Howard,29,6,10,,,Starters_1,RAI,2016,2025-08-15 19:38:56
LDE,Jihad Ward,22,Rook,13,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
LDT,Stacy McGee,26,3,9,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
RDT,Dan Williams,29,6,11,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
RDE,Khalil Mack*+,25,2,16,"11.0 sacks, 1 interception, 3 fumbles recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
LLB,Bruce Irvin,29,4,16,"7.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
MLB,Perry Riley,28,6,11,,,Starters_1,RAI,2016,2025-08-15 19:38:56
RLB,Malcolm Smith,27,5,14,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
LCB,David Amerson,25,3,15,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
RCB,Sean Smith,29,7,15,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
SS,Karl Joseph,23,Rook,9,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
FS,Reggie Nelson*,33,9,16,"0.0 sacks, 5 interceptions, 1 fumble recovered",,Starters_1,RAI,2016,2025-08-15 19:38:56
