Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Derek Carr*,26,3,15,"323 for 515, 3,496 yards, 22 td, 13 int, & 23 rushes for 66 yards and 0 td",,Starters_1,RAI,2017,2025-08-15 19:39:05
RB,Marshawn Lynch,31,10,15,"207 rushes for 891 yards, 7 td, & 20 catches for 151 yards and 0 td",,Starters_1,RAI,2017,2025-08-15 19:39:05
WR,Amari Cooper,23,2,12,"48 catches for 680 yards, 7 td, & 1 rush for 4 yards and 0 td",,Starters_1,RAI,2017,2025-08-15 19:39:05
WR,Michael Crabtree,30,8,14,"58 catches for 618 yards, 8 td",,Starters_1,RAI,2017,2025-08-15 19:39:05
TE,Jared Cook,30,8,16,"54 catches for 688 yards, 2 td",,Starters_1,RAI,2017,2025-08-15 19:39:05
TE,Lee Smith,30,6,9,"8 catches for 76 yards, 0 td",,Starters_1,RAI,2017,2025-08-15 19:39:05
LT,Donald Penn*,34,10,14,,,Starters_1,RAI,2017,2025-08-15 19:39:05
LG,Kelechi Osemele*,28,5,16,,,Starters_1,RAI,2017,2025-08-15 19:39:05
C,Rodney Hudson*,28,6,16,1 fumble recovered,,Starters_1,RAI,2017,2025-08-15 19:39:05
RG,Gabe Jackson,26,3,15,,,Starters_1,RAI,2017,2025-08-15 19:39:05
RT,Marshall Newhouse,29,6,14,1 fumble recovered,,Starters_1,RAI,2017,2025-08-15 19:39:05
LDE,Mario Edwards,23,2,14,"3.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2017,2025-08-15 19:39:05
LDT,Eddie Vanderdoes,23,Rook,13,,,Starters_1,RAI,2017,2025-08-15 19:39:05
RDT,Justin Ellis,27,3,14,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2017,2025-08-15 19:39:05
RDE,Khalil Mack*,26,3,16,"10.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAI,2017,2025-08-15 19:39:05
LLB,Bruce Irvin,30,5,16,"8.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2017,2025-08-15 19:39:05
MLB,NaVorro Bowman,29,7,10,"1.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAI,2017,2025-08-15 19:39:05
RLB,Cory James,24,1,9,,,Starters_1,RAI,2017,2025-08-15 19:39:05
LCB,David Amerson,26,4,6,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAI,2017,2025-08-15 19:39:05
RCB,T.J. Carrie,27,3,16,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,RAI,2017,2025-08-15 19:39:05
SS,Karl Joseph,24,1,15,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAI,2017,2025-08-15 19:39:05
FS,Reggie Nelson,34,10,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAI,2017,2025-08-15 19:39:05
