Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Jason Campbell,29,4,12,"194 for 329, 2,387 yards, 13 td, 8 int, & 47 rushes for 222 yards and 1 td",,Starters_1,RAI,2010,2025-08-15 19:38:09
RB,Darren McFadden,23,2,13,"223 rushes for 1,157 yards, 7 td, & 47 catches for 507 yards and 3 td",,Starters_1,RAI,2010,2025-08-15 19:38:09
FB,Marcel Reece,25,1,10,"30 rushes for 122 yards, 1 td, & 25 catches for 333 yards and 3 td",,Starters_1,RAI,2010,2025-08-15 19:38:09
WR,Jacoby Ford,23,Rook,9,"25 catches for 470 yards, 2 td, & 10 rushes for 155 yards and 2 td",,Starters_1,RAI,2010,2025-08-15 19:38:09
WR,Darrius Heyward-Bey,23,1,14,"26 catches for 366 yards, 1 td, & 4 rushes for 48 yards and 0 td",,Starters_1,RAI,2010,2025-08-15 19:38:09
TE,Zach Miller*,25,3,15,"60 catches for 685 yards, 5 td",,Starters_1,RAI,2010,2025-08-15 19:38:09
LT,Jared Veldheer,23,Rook,11,1 fumble recovered,,Starters_1,RAI,2010,2025-08-15 19:38:09
LG,Robert Gallery,30,6,12,,,Starters_1,RAI,2010,2025-08-15 19:38:09
C,Samson Satele,26,3,15,,,Starters_1,RAI,2010,2025-08-15 19:38:09
RG,Cooper Carlisle,33,10,16,1 fumble recovered,,Starters_1,RAI,2010,2025-08-15 19:38:09
RT,Langston Walker,31,8,15,,,Starters_1,RAI,2010,2025-08-15 19:38:09
LDE,Lamarr Houston,23,Rook,15,"5.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
LDT,Richard Seymour*,31,9,13,"5.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
RDT,Tommy Kelly,30,6,16,"7.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
RDE,Trevor Scott,26,2,10,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
LLB,Quentin Groves,26,2,12,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
MLB,Rolando McClain,21,Rook,15,"0.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
RLB,Kamerion Wimbley,27,4,16,"9.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
LCB,Stanford Routt,27,5,15,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
RCB,Nnamdi Asomugha*+,29,7,14,,,Starters_1,RAI,2010,2025-08-15 19:38:09
SS,Tyvon Branch,24,2,16,"4.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
FS,Michael Huff,27,4,15,"4.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,RAI,2010,2025-08-15 19:38:09
