Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
RAI,1990,QB,Jay Schroeder,29,5,16,"182 for 334, 2,849 yards, 19 td, 9 int, & 37 rushes for 81 yards and 0 td",,Starters_1
RAI,1990,RB,Marcus Allen,30,8,15,"179 rushes for 682 yards, 12 td, & 15 catches for 189 yards and 1 td",,Starters_1
RAI,1990,FB,Steve Smith,26,3,15,"81 rushes for 327 yards, 2 td, & 4 catches for 30 yards and 3 td",,Starters_1
RAI,1990,WR,Mervyn Fernandez,31,3,15,"52 catches for 839 yards, 5 td, & 3 rushes for 10 yards and 0 td",,Starters_1
RAI,1990,WR,Willie Gault,30,7,16,"50 catches for 985 yards, 3 td",,Starters_1
RAI,1990,TE,Ethan Horton,28,5,14,"33 catches for 404 yards, 3 td",,Starters_1
RAI,1990,LT,Rory Graves,27,2,15,,,Starters_1
RAI,1990,LG,Steve Wisniewski*,23,1,16,,,Starters_1
RAI,1990,C,Don Mosebar*,29,7,16,1 fumble recovered,,Starters_1
RAI,1990,RG,Max Montoya,34,11,16,1 fumble recovered,,Starters_1
RAI,1990,RT,Steve Wright,31,9,16,2 fumbles recovered,,Starters_1
RAI,1990,LDE,Howie Long,30,9,11,"6.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAI,1990,LDT,Bob Golic,33,11,16,"4.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
RAI,1990,RDT,Scott Davis,25,2,16,"10.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
RAI,1990,RDE,Greg Townsend*,29,7,16,"12.5 sacks, 1 interception, 1 fumble recovered",,Starters_1
RAI,1990,LLB,Jerry Robinson,34,11,16,"2.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAI,1990,MLB,Riki Ellison,30,7,15,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAI,1990,RLB,Thomas Benson,29,6,16,,,Starters_1
RAI,1990,LCB,Terry McDaniel,25,2,13,"2.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1
RAI,1990,RCB,Lionel Washington,30,7,15,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAI,1990,SS,Mike Harden,31,10,15,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1
RAI,1990,FS,Eddie Anderson,27,4,16,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1
