Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
RAI,1998,QB,Jeff George,31,8,7,"93 for 169, 1,186 yards, 4 td, 5 int, & 8 rushes for 2 yards and 0 td",,Starters_1
RAI,1998,RB,Napoleon Kaufman,25,3,13,"217 rushes for 921 yards, 2 td, & 25 catches for 191 yards and 0 td",,Starters_1
RAI,1998,FB,Jon Ritchie,24,Rook,10,"9 rushes for 23 yards, 0 td, & 29 catches for 225 yards and 0 td",,Starters_1
RAI,1998,WR,Tim Brown,32,10,16,"81 catches for 1,012 yards, 9 td, & 1 rush for -7 yards and 0 td",,Starters_1
RAI,1998,WR,James Jett,28,5,16,"45 catches for 882 yards, 6 td, & 1 rush for 3 yards and 0 td",,Starters_1
RAI,1998,TE,Rickey Dudley,26,2,15,"36 catches for 549 yards, 5 td, & 1 rush for -2 yards and 0 td",,Starters_1
RAI,1998,LT,Mo Collins,22,Rook,11,,,Starters_1
RAI,1998,LG,Steve Wisniewski,31,9,16,,,Starters_1
RAI,1998,C,Barret Robbins,25,3,16,,,Starters_1
RAI,1998,RG,Derrick Graham,31,8,12,,,Starters_1
RAI,1998,RT,Lincoln Kennedy,27,5,16,1 fumble recovered,,Starters_1
RAI,1998,LDE,James Harris,30,5,16,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAI,1998,LDT,Russell Maryland,29,7,15,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
RAI,1998,RDT,Darrell Russell*+,22,1,16,"10.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAI,1998,RDE,Lance Johnstone,25,2,15,"11.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAI,1998,LLB,Terry Wooden,31,8,10,"2.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
RAI,1998,MLB,Greg Biekert,29,5,16,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAI,1998,RLB,Richard Harvey,32,8,16,"4.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAI,1998,LCB,Charles Woodson*,22,Rook,16,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1
RAI,1998,RCB,Eric Allen,33,10,10,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1
RAI,1998,SS,Anthony Newman,33,10,11,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
RAI,1998,FS,Albert Lewis,38,15,12,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
